# BUSCO version is: 5.4.2 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2020-09-10, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1166at6656	Duplicated	TCONS_00028106:748-11373	2289.6	1777	https://www.orthodb.org/v10?query=1166at6656	E3 ubiquitin-protein ligase UBR5 isoform X1
1166at6656	Duplicated	TCONS_00028651:748-11343	2288.5	1777	https://www.orthodb.org/v10?query=1166at6656	E3 ubiquitin-protein ligase UBR5 isoform X1
1885at6656	Duplicated	TCONS_00042939:1054-9520	1968.4	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1885at6656	Duplicated	TCONS_00042940:1069-10230	1957.4	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1885at6656	Duplicated	TCONS_00042941:1068-10205	1967.6	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1885at6656	Duplicated	TCONS_00044758:1069-9430	1959.0	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1885at6656	Duplicated	TCONS_00047514:973-9094	1968.4	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1885at6656	Duplicated	TCONS_00048252:1004-9517	1958.5	1793	https://www.orthodb.org/v10?query=1885at6656	SRCR-like domain
1990at6656	Duplicated	TCONS_00003490:702-8012	2585.3	1906	https://www.orthodb.org/v10?query=1990at6656	dnaJ homolog subfamily C member 13
1990at6656	Duplicated	TCONS_00003491:774-8084	2585.3	1906	https://www.orthodb.org/v10?query=1990at6656	dnaJ homolog subfamily C member 13
1990at6656	Duplicated	TCONS_00008998:787-8399	2562.4	1902	https://www.orthodb.org/v10?query=1990at6656	dnaJ homolog subfamily C member 13
1990at6656	Duplicated	TCONS_00011534:713-8236	2564.3	1902	https://www.orthodb.org/v10?query=1990at6656	dnaJ homolog subfamily C member 13
1990at6656	Duplicated	TCONS_00012913:774-8297	2564.3	1902	https://www.orthodb.org/v10?query=1990at6656	dnaJ homolog subfamily C member 13
2148at6656	Complete	TCONS_00015219:1070-10504	1494.5	920	https://www.orthodb.org/v10?query=2148at6656	Pecanex-like protein 1
2456at6656	Complete	TCONS_00015938:100-8097	3020.8	1977	https://www.orthodb.org/v10?query=2456at6656	Translational activator GCN1
2473at6656	Duplicated	TCONS_00015987:1333-7533	1732.9	1294	https://www.orthodb.org/v10?query=2473at6656	TATA-binding protein-associated factor 172
2473at6656	Duplicated	TCONS_00022116:232-5967	1557.3	1195	https://www.orthodb.org/v10?query=2473at6656	TATA-binding protein-associated factor 172
3310at6656	Duplicated	TCONS_00023744:439-5466	2749.6	1438	https://www.orthodb.org/v10?query=3310at6656	Clathrin heavy chain
3310at6656	Duplicated	TCONS_00026491:342-5366	2749.6	1438	https://www.orthodb.org/v10?query=3310at6656	Clathrin heavy chain
3310at6656	Duplicated	TCONS_00027127:2826-7853	2749.6	1438	https://www.orthodb.org/v10?query=3310at6656	Clathrin heavy chain
3585at6656	Complete	TCONS_00012730:2220-9335	1676.1	1435	https://www.orthodb.org/v10?query=3585at6656	Dbl homology (DH) domain
3644at6656	Duplicated	TCONS_00013833:212-5140	1330.9	1058	https://www.orthodb.org/v10?query=3644at6656	DENN domain-containing protein 4C isoform X1
3644at6656	Duplicated	TCONS_00021176:166-5010	1332.9	1075	https://www.orthodb.org/v10?query=3644at6656	DENN domain-containing protein 4C isoform X1
4136at6656	Duplicated	TCONS_00015017:1031-4981	1312.6	1027	https://www.orthodb.org/v10?query=4136at6656	EGF-like, conserved site
4136at6656	Duplicated	TCONS_00017858:145-4095	1312.6	1027	https://www.orthodb.org/v10?query=4136at6656	EGF-like, conserved site
4136at6656	Duplicated	TCONS_00017859:145-4095	1312.6	1027	https://www.orthodb.org/v10?query=4136at6656	EGF-like, conserved site
4227at6656	Complete	TCONS_00027936:1503-8117	2272.9	1586	https://www.orthodb.org/v10?query=4227at6656	myotubularin-related protein 13
4864at6656	Duplicated	TCONS_00059262:1206-8138	2421.0	1728	https://www.orthodb.org/v10?query=4864at6656	protein sidekick isoform X1
4864at6656	Duplicated	TCONS_00060711:1088-8035	2421.1	1728	https://www.orthodb.org/v10?query=4864at6656	protein sidekick isoform X1
5277at6656	Complete	TCONS_00013563:135-5539	616.9	530	https://www.orthodb.org/v10?query=5277at6656	trafficking protein particle complex subunit 8
5616at6656	Duplicated	TCONS_00058414:94-4053	2101.6	1022	https://www.orthodb.org/v10?query=5616at6656	splicing factor 3B subunit 1
5616at6656	Duplicated	TCONS_00061933:94-4253	2101.4	1017	https://www.orthodb.org/v10?query=5616at6656	splicing factor 3B subunit 1
5616at6656	Duplicated	TCONS_00062312:268-4062	2101.2	1016	https://www.orthodb.org/v10?query=5616at6656	splicing factor 3B subunit 1
6453at6656	Duplicated	TCONS_00039968:899-6463	2286.6	1355	https://www.orthodb.org/v10?query=6453at6656	Sec7, C-terminal
6453at6656	Duplicated	TCONS_00048238:177-5483	2254.9	1319	https://www.orthodb.org/v10?query=6453at6656	Sec7, C-terminal
6563at6656	Complete	TCONS_00003472:102-3947	1759.5	969	https://www.orthodb.org/v10?query=6563at6656	transcription initiation factor TFIID subunit 2
6715at6656	Complete	TCONS_00040498:561-4274	1600.9	1015	https://www.orthodb.org/v10?query=6715at6656	cullin-associated NEDD8-dissociated protein 1
6820at6656	Duplicated	TCONS_00001987:265-3915	1860.8	1019	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
6820at6656	Duplicated	TCONS_00001988:153-3667	1732.7	946	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
6820at6656	Duplicated	TCONS_00004517:226-3962	1860.8	1019	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
6820at6656	Duplicated	TCONS_00005338:110-3538	1732.7	946	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
6820at6656	Duplicated	TCONS_00007406:217-3867	1860.8	1019	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
6820at6656	Duplicated	TCONS_00009556:120-3548	1732.7	946	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
7210at6656	Duplicated	TCONS_00017437:619-4788	743.6	667	https://www.orthodb.org/v10?query=7210at6656	Transmembrane protein 132
7210at6656	Duplicated	TCONS_00026025:480-4649	743.6	667	https://www.orthodb.org/v10?query=7210at6656	Transmembrane protein 132
7210at6656	Duplicated	TCONS_00027506:404-4573	743.6	667	https://www.orthodb.org/v10?query=7210at6656	Transmembrane protein 132
8145at6656	Complete	TCONS_00015239:98-3682	514.4	735	https://www.orthodb.org/v10?query=8145at6656	WASH complex subunit 7
8495at6656	Complete	TCONS_00017071:148-4125	962.8	895	https://www.orthodb.org/v10?query=8495at6656	Elongator complex protein 1
8847at6656	Duplicated	TCONS_00014060:235-6636	1471.3	1086	https://www.orthodb.org/v10?query=8847at6656	Sec7 domain
8847at6656	Duplicated	TCONS_00021276:235-6636	1471.3	1086	https://www.orthodb.org/v10?query=8847at6656	Sec7 domain
8913at6656	Duplicated	TCONS_00042974:1325-5962	1092.7	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8913at6656	Duplicated	TCONS_00042975:1445-7237	1092.7	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8913at6656	Duplicated	TCONS_00042976:1430-6067	1092.7	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8913at6656	Duplicated	TCONS_00044779:1350-5987	1092.7	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8913at6656	Duplicated	TCONS_00048706:1288-5847	1092.9	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
8913at6656	Duplicated	TCONS_00049120:1291-5536	1093.9	723	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
9647at6656	Duplicated	TCONS_00039568:217-6732	1255.6	1165	https://www.orthodb.org/v10?query=9647at6656	integrator complex subunit 1
9647at6656	Duplicated	TCONS_00043548:3278-9793	1255.6	1165	https://www.orthodb.org/v10?query=9647at6656	integrator complex subunit 1
9648at6656	Duplicated	TCONS_00059146:335-6568	1087.5	995	https://www.orthodb.org/v10?query=9648at6656	anaphase-promoting complex subunit 1
9648at6656	Duplicated	TCONS_00064082:384-6608	1087.5	995	https://www.orthodb.org/v10?query=9648at6656	anaphase-promoting complex subunit 1
10240at6656	Duplicated	TCONS_00059025:304-4431	842.4	699	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10240at6656	Duplicated	TCONS_00059027:271-4518	841.9	699	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10240at6656	Duplicated	TCONS_00060509:271-4605	841.5	699	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10240at6656	Duplicated	TCONS_00061466:463-4599	842.4	699	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10240at6656	Duplicated	TCONS_00061467:1008-5165	844.6	706	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10240at6656	Duplicated	TCONS_00063386:261-4538	844.2	706	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10573at6656	Complete	TCONS_00046052:545-4501	976.6	1097	https://www.orthodb.org/v10?query=10573at6656	EGF-like calcium-binding, conserved site
11384at6656	Duplicated	TCONS_00001663:969-3851	290.6	640	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
11384at6656	Duplicated	TCONS_00004442:945-3845	290.5	674	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
11384at6656	Duplicated	TCONS_00011755:1129-4011	290.6	640	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
11384at6656	Duplicated	TCONS_00013065:1075-3957	290.6	640	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
11384at6656	Duplicated	TCONS_00040335:443-3493	284.6	720	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
11384at6656	Duplicated	TCONS_00048762:443-3493	284.6	720	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
12029at6656	Duplicated	TCONS_00003898:346-3588	1398.2	838	https://www.orthodb.org/v10?query=12029at6656	FACT complex subunit spt16
12029at6656	Duplicated	TCONS_00012072:442-3684	1398.2	838	https://www.orthodb.org/v10?query=12029at6656	FACT complex subunit spt16
12174at6656	Duplicated	TCONS_00002358:2725-11571	1357.3	1132	https://www.orthodb.org/v10?query=12174at6656	Mediator of RNA polymerase II transcription subunit 13
12174at6656	Duplicated	TCONS_00005598:3957-12254	1358.4	1132	https://www.orthodb.org/v10?query=12174at6656	Mediator of RNA polymerase II transcription subunit 13
12174at6656	Duplicated	TCONS_00005599:2861-11158	1358.4	1132	https://www.orthodb.org/v10?query=12174at6656	Mediator of RNA polymerase II transcription subunit 13
12383at6656	Complete	TCONS_00032818:98-3207	1030.0	563	https://www.orthodb.org/v10?query=12383at6656	DNA excision repair protein haywire
12771at6656	Duplicated	TCONS_00058858:162-3233	721.2	708	https://www.orthodb.org/v10?query=12771at6656	vacuolar protein sorting-associated protein 18 homolog
12771at6656	Duplicated	TCONS_00062014:214-3358	721.1	708	https://www.orthodb.org/v10?query=12771at6656	vacuolar protein sorting-associated protein 18 homolog
12846at6656	Duplicated	TCONS_00059213:302-2938	772.2	545	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
12846at6656	Duplicated	TCONS_00060692:263-2977	772.8	546	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
12846at6656	Duplicated	TCONS_00061588:303-2939	772.2	545	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
12846at6656	Duplicated	TCONS_00061589:338-2974	772.2	545	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
12846at6656	Duplicated	TCONS_00063012:3221-5857	772.2	545	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
13019at6656	Duplicated	TCONS_00058391:2-2866	707.6	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13019at6656	Duplicated	TCONS_00060039:430-3918	706.1	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13019at6656	Duplicated	TCONS_00063266:353-3751	706.3	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13019at6656	Duplicated	TCONS_00064382:383-3703	706.5	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13051at6656	Duplicated	TCONS_00060330:858-6074	238.7	199	https://www.orthodb.org/v10?query=13051at6656	partitioning defective 3 homolog
13051at6656	Duplicated	TCONS_00063338:404-5989	238.3	199	https://www.orthodb.org/v10?query=13051at6656	partitioning defective 3 homolog
13736at6656	Complete	TCONS_00015663:260-3742	1692.4	879	https://www.orthodb.org/v10?query=13736at6656	regulator of nonsense transcripts 1
13833at6656	Complete	TCONS_00005570:93-2462	474.6	467	https://www.orthodb.org/v10?query=13833at6656	tetratricopeptide repeat protein 27
13858at6656	Complete	TCONS_00017360:82-2853	979.4	707	https://www.orthodb.org/v10?query=13858at6656	WD40-repeat-containing domain
13890at6656	Duplicated	TCONS_00028263:315-4601	749.4	575	https://www.orthodb.org/v10?query=13890at6656	ubiquitin carboxyl-terminal hydrolase 20
13890at6656	Duplicated	TCONS_00029256:1170-5456	749.4	575	https://www.orthodb.org/v10?query=13890at6656	ubiquitin carboxyl-terminal hydrolase 20
13934at6656	Complete	TCONS_00029751:135-3089	1055.3	748	https://www.orthodb.org/v10?query=13934at6656	periodic tryptophan protein 2 homolog
14090at6656	Duplicated	TCONS_00016924:400-3252	988.3	718	https://www.orthodb.org/v10?query=14090at6656	protein unc-45 homolog B
14090at6656	Duplicated	TCONS_00018258:398-3321	988.3	718	https://www.orthodb.org/v10?query=14090at6656	protein unc-45 homolog B
14090at6656	Duplicated	TCONS_00026875:313-3162	988.3	718	https://www.orthodb.org/v10?query=14090at6656	protein unc-45 homolog B
14257at6656	Complete	TCONS_00021224:407-3730	1000.3	908	https://www.orthodb.org/v10?query=14257at6656	Golgi apparatus protein 1
14447at6656	Duplicated	TCONS_00058967:1581-4619	463.1	481	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14447at6656	Duplicated	TCONS_00060463:2105-5143	463.1	481	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14447at6656	Duplicated	TCONS_00061429:1237-4275	463.1	481	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14447at6656	Duplicated	TCONS_00062940:1602-4640	463.1	481	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14447at6656	Duplicated	TCONS_00062941:1246-4284	463.1	481	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14995at6656	Complete	TCONS_00041387:542-4681	983.6	798	https://www.orthodb.org/v10?query=14995at6656	protein brunelleschi
15200at6656	Duplicated	TCONS_00041580:1231-4389	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00041581:1069-4196	1417.8	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00042370:1421-4579	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00042371:1042-4200	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00044115:1021-4179	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00045546:1235-4393	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00045547:1021-4179	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048542:773-3931	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048543:1417-4575	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048545:1040-4198	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048970:783-3941	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048971:1019-4177	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048972:1254-4412	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048973:1201-4359	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048974:1208-4366	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00048975:1229-4387	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00049354:888-4046	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00049729:997-4155	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00050065:1084-4242	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	TCONS_00050347:1424-4582	1428.1	873	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15697at6656	Complete	TCONS_00014651:183-3488	1097.0	736	https://www.orthodb.org/v10?query=15697at6656	protein CLEC16A isoform X1
15905at6656	Duplicated	TCONS_00017330:61-2631	267.2	166	https://www.orthodb.org/v10?query=15905at6656	polyphosphoinositide phosphatase
15905at6656	Duplicated	TCONS_00023597:115-2769	267.2	166	https://www.orthodb.org/v10?query=15905at6656	polyphosphoinositide phosphatase
16061at6656	Complete	TCONS_00039412:111-4166	982.3	656	https://www.orthodb.org/v10?query=16061at6656	DNA-directed RNA polymerase
16084at6656	Duplicated	TCONS_00014777:102-3548	1040.8	795	https://www.orthodb.org/v10?query=16084at6656	integrator complex subunit 2
16084at6656	Duplicated	TCONS_00017794:99-3634	1040.8	795	https://www.orthodb.org/v10?query=16084at6656	integrator complex subunit 2
16220at6656	Complete	TCONS_00039661:86-3670	1560.3	948	https://www.orthodb.org/v10?query=16220at6656	leucine--tRNA ligase, cytoplasmic
16630at6656	Duplicated	TCONS_00016360:193-3762	1006.4	839	https://www.orthodb.org/v10?query=16630at6656	symplekin
16630at6656	Duplicated	TCONS_00029398:193-3841	1006.4	839	https://www.orthodb.org/v10?query=16630at6656	symplekin
16648at6656	Complete	TCONS_00036576:400-2589	421.7	363	https://www.orthodb.org/v10?query=16648at6656	NHL repeat-containing protein 2
17096at6656	Complete	TCONS_00002645:695-3895	907.7	616	https://www.orthodb.org/v10?query=17096at6656	E3 ubiquitin-protein ligase MARCH6
17122at6656	Duplicated	TCONS_00004533:400-5316	1238.3	1008	https://www.orthodb.org/v10?query=17122at6656	mediator of RNA polymerase II transcription subunit 14
17122at6656	Duplicated	TCONS_00013118:354-5338	1229.5	1008	https://www.orthodb.org/v10?query=17122at6656	mediator of RNA polymerase II transcription subunit 14
17128at6656	Duplicated	TCONS_00002870:544-4098	663.7	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00002871:897-4451	663.7	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00002872:1230-4586	661.9	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00005943:897-4253	661.9	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00005944:707-4063	661.9	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00007808:549-3905	661.9	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00008901:537-3893	661.9	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00011401:704-4258	663.7	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17128at6656	Duplicated	TCONS_00011915:707-5821	663.7	436	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17748at6656	Complete	TCONS_00044833:547-3351	1505.4	744	https://www.orthodb.org/v10?query=17748at6656	AP-2 complex subunit alpha
18036at6656	Duplicated	TCONS_00013870:2451-7076	992.7	815	https://www.orthodb.org/v10?query=18036at6656	Homeobox protein cut-like
18036at6656	Duplicated	TCONS_00026318:1709-6376	999.4	816	https://www.orthodb.org/v10?query=18036at6656	Homeobox protein cut-like
18036at6656	Duplicated	TCONS_00028067:2881-7566	993.3	816	https://www.orthodb.org/v10?query=18036at6656	Homeobox protein cut-like
18055at6656	Duplicated	TCONS_00039642:833-3715	1184.4	662	https://www.orthodb.org/v10?query=18055at6656	AP-1 complex subunit gamma
18055at6656	Duplicated	TCONS_00044544:885-3749	1190.6	662	https://www.orthodb.org/v10?query=18055at6656	AP-1 complex subunit gamma
18055at6656	Duplicated	TCONS_00049798:793-3675	1184.4	662	https://www.orthodb.org/v10?query=18055at6656	AP-1 complex subunit gamma
18073at6656	Complete	TCONS_00012020:92-5588	572.2	454	https://www.orthodb.org/v10?query=18073at6656	DNA repair protein REV1
18630at6656	Complete	TCONS_00002576:259-3816	1157.2	928	https://www.orthodb.org/v10?query=18630at6656	WASH complex subunit strumpellin
18929at6656	Duplicated	TCONS_00034593:287-2914	811.3	571	https://www.orthodb.org/v10?query=18929at6656	Ral guanine nucleotide dissociation stimulator-like 1
18929at6656	Duplicated	TCONS_00036857:479-2704	810.6	571	https://www.orthodb.org/v10?query=18929at6656	Ral guanine nucleotide dissociation stimulator-like 1
19044at6656	Duplicated	TCONS_00015797:154-2571	1170.5	645	https://www.orthodb.org/v10?query=19044at6656	Putative G-protein coupled receptor 158
19044at6656	Duplicated	TCONS_00029328:188-2605	1170.5	645	https://www.orthodb.org/v10?query=19044at6656	Putative G-protein coupled receptor 158
19058at6656	Duplicated	TCONS_00019687:275-3793	1297.0	856	https://www.orthodb.org/v10?query=19058at6656	probable ATP-dependent RNA helicase DHX34
19058at6656	Duplicated	TCONS_00028838:4672-8190	1297.0	856	https://www.orthodb.org/v10?query=19058at6656	probable ATP-dependent RNA helicase DHX34
19104at6656	Complete	TCONS_00039851:134-2674	545.5	562	https://www.orthodb.org/v10?query=19104at6656	septin-interacting protein 1
19129at6656	Complete	TCONS_00001758:0-2348	580.3	538	https://www.orthodb.org/v10?query=19129at6656	Anaphase-promoting complex subunit 2
19208at6656	Complete	TCONS_00002040:113-2905	1438.1	780	https://www.orthodb.org/v10?query=19208at6656	pre-mRNA-processing factor 6
19289at6656	Complete	TCONS_00002776:121-2568	754.6	629	https://www.orthodb.org/v10?query=19289at6656	ATP-dependent RNA helicase DDX54
19590at6656	Complete	TCONS_00013858:109-2517	530.0	395	https://www.orthodb.org/v10?query=19590at6656	WD40-repeat-containing domain
19760at6656	Complete	TCONS_00014538:391-4017	917.2	684	https://www.orthodb.org/v10?query=19760at6656	Integrator complex subunit 3
20093at6656	Complete	TCONS_00014393:219-3668	723.8	720	https://www.orthodb.org/v10?query=20093at6656	Trafficking protein particle complex subunit 10
20162at6656	Complete	TCONS_00030091:2502-6386	1226.3	888	https://www.orthodb.org/v10?query=20162at6656	protein patched
20267at6656	Duplicated	TCONS_00045380:368-2851	887.3	678	https://www.orthodb.org/v10?query=20267at6656	vacuolar protein sorting-associated protein 41 homolog
20267at6656	Duplicated	TCONS_00048486:430-2952	888.2	681	https://www.orthodb.org/v10?query=20267at6656	vacuolar protein sorting-associated protein 41 homolog
20935at6656	Duplicated	TCONS_00041718:102-2417	984.1	614	https://www.orthodb.org/v10?query=20935at6656	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
20935at6656	Duplicated	TCONS_00048570:89-2404	984.1	614	https://www.orthodb.org/v10?query=20935at6656	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
20936at6656	Complete	TCONS_00040504:529-3069	651.5	491	https://www.orthodb.org/v10?query=20936at6656	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
21019at6656	Duplicated	TCONS_00001953:240-4151	1302.4	951	https://www.orthodb.org/v10?query=21019at6656	vigilin
21019at6656	Duplicated	TCONS_00001954:240-4151	1302.4	951	https://www.orthodb.org/v10?query=21019at6656	vigilin
21191at6656	Complete	TCONS_00030685:66-3089	1119.4	749	https://www.orthodb.org/v10?query=21191at6656	RNA cytidine acetyltransferase
21361at6656	Complete	TCONS_00031349:856-3222	687.1	472	https://www.orthodb.org/v10?query=21361at6656	phosphorylated CTD-interacting factor 1
