# BUSCO version is: 5.4.2 
# The lineage dataset is: arthropoda_odb10 (Creation date: 2020-09-10, number of genomes: 90, number of BUSCOs: 1013)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
5277at6656	Complete	de_novo.Agseq_100229.1:0-4025	617.4	530	https://www.orthodb.org/v10?query=5277at6656	trafficking protein particle complex subunit 8
5616at6656	Complete	de_novo.Agseq_90753.1:15-3734	2103.2	1010	https://www.orthodb.org/v10?query=5616at6656	splicing factor 3B subunit 1
6453at6656	Complete	de_novo.Agm54242U_210909_035710_69272033_ccs.1:114-3524	1460.5	824	https://www.orthodb.org/v10?query=6453at6656	Sec7, C-terminal
6563at6656	Complete	de_novo.Agseq_64815.1:0-3860	1754.5	967	https://www.orthodb.org/v10?query=6563at6656	transcription initiation factor TFIID subunit 2
6715at6656	Complete	de_novo.seqSigP-127233.1:0-1931	777.7	516	https://www.orthodb.org/v10?query=6715at6656	cullin-associated NEDD8-dissociated protein 1
6820at6656	Fragmented	de_novo.Agseq_6493.1:108-1241	710.6	355	https://www.orthodb.org/v10?query=6820at6656	splicing factor 3B subunit 3
7210at6656	Missing
8145at6656	Complete	de_novo.seqSigP-114203.1:0-2069	490.9	545	https://www.orthodb.org/v10?query=8145at6656	WASH complex subunit 7
8495at6656	Complete	de_novo.Agseq_164833.1:0-3914	954.3	871	https://www.orthodb.org/v10?query=8495at6656	Elongator complex protein 1
8847at6656	Duplicated	de_novo.AGAP001527-RA.1:0-6401	1471.3	1086	https://www.orthodb.org/v10?query=8847at6656	Sec7 domain
8847at6656	Duplicated	de_novo.Agm54242U_210909_035710_133302937_ccs.1:0-6401	1471.3	1086	https://www.orthodb.org/v10?query=8847at6656	Sec7 domain
8913at6656	Complete	de_novo.Agseq_10928.1:0-2822	819.1	517	https://www.orthodb.org/v10?query=8913at6656	Ras guanine-nucleotide exchange factor catalytic domain superfamily
9647at6656	Complete	de_novo.AGAP008047-RA.1:0-6515	1255.6	1165	https://www.orthodb.org/v10?query=9647at6656	integrator complex subunit 1
9648at6656	Fragmented	de_novo.Agm54242U_210909_035710_6359664_ccs.1:315-1325	265.0	177	https://www.orthodb.org/v10?query=9648at6656	anaphase-promoting complex subunit 1
10240at6656	Complete	de_novo.Agseq_101145.1:0-4334	841.5	699	https://www.orthodb.org/v10?query=10240at6656	type I inositol 3,4-bisphosphate 4-phosphatase isoform X1
10573at6656	Complete	de_novo.AGAP008193-RA.1:0-3956	976.6	1097	https://www.orthodb.org/v10?query=10573at6656	EGF-like calcium-binding, conserved site
11384at6656	Complete	de_novo.Agm54242U_210909_035710_82774210_ccs.1:123-2990	279.2	625	https://www.orthodb.org/v10?query=11384at6656	disheveled-associated activator of morphogenesis 1 isoform X1
12029at6656	Complete	de_novo.AGAP006817-RA.1:0-3242	1398.2	838	https://www.orthodb.org/v10?query=12029at6656	FACT complex subunit spt16
12174at6656	Complete	de_novo.Agseq_107416.1:0-6056	1215.8	963	https://www.orthodb.org/v10?query=12174at6656	Mediator of RNA polymerase II transcription subunit 13
12383at6656	Complete	de_novo.Agm54242U_210819_213017_147982327_ccs.1:0-2441	1031.0	562	https://www.orthodb.org/v10?query=12383at6656	DNA excision repair protein haywire
12771at6656	Duplicated	de_novo.Agm54242U_210819_213017_179570946_ccs.1:0-3071	721.2	708	https://www.orthodb.org/v10?query=12771at6656	vacuolar protein sorting-associated protein 18 homolog
12771at6656	Duplicated	de_novo.Agm54242U_210909_035710_35258401_ccs.1:2-2788	615.0	631	https://www.orthodb.org/v10?query=12771at6656	vacuolar protein sorting-associated protein 18 homolog
12846at6656	Complete	de_novo.AGAP000552-RA.1:0-2636	772.2	563	https://www.orthodb.org/v10?query=12846at6656	Rab-GTPase-TBC domain
13019at6656	Duplicated	de_novo.Agm54242U_210909_035710_85328103_ccs.1:0-3134	707.0	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13019at6656	Duplicated	de_novo.Agm54242U_210819_213017_127992793_ccs.1:0-3323	706.5	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13019at6656	Duplicated	de_novo.Agm54242U_210909_035710_50988385_ccs.1:79-3489	706.3	415	https://www.orthodb.org/v10?query=13019at6656	WD40-repeat-containing domain
13051at6656	Complete	de_novo.seqSigP-42377.1:0-4310	240.0	199	https://www.orthodb.org/v10?query=13051at6656	partitioning defective 3 homolog
13736at6656	Missing
13833at6656	Complete	de_novo.Agseq_102356.1:0-2369	474.6	467	https://www.orthodb.org/v10?query=13833at6656	tetratricopeptide repeat protein 27
13858at6656	Duplicated	de_novo.Agm54242U_210909_035710_179374067_ccs.1:0-2771	979.4	707	https://www.orthodb.org/v10?query=13858at6656	WD40-repeat-containing domain
13858at6656	Duplicated	de_novo.Agseq_165207.1:0-2283	898.0	632	https://www.orthodb.org/v10?query=13858at6656	WD40-repeat-containing domain
13890at6656	Complete	de_novo.AGAP003821-RA.1:0-4286	749.4	575	https://www.orthodb.org/v10?query=13890at6656	ubiquitin carboxyl-terminal hydrolase 20
13934at6656	Complete	de_novo.Agm54242U_210909_035710_153485711_ccs.1:0-2954	1055.3	748	https://www.orthodb.org/v10?query=13934at6656	periodic tryptophan protein 2 homolog
14090at6656	Complete	de_novo.AGAP003727-RA.1:0-2852	988.3	718	https://www.orthodb.org/v10?query=14090at6656	protein unc-45 homolog B
14257at6656	Duplicated	de_novo.seqSigP-68087.1:18-3326	1006.1	908	https://www.orthodb.org/v10?query=14257at6656	Golgi apparatus protein 1
14257at6656	Duplicated	de_novo.Agm54242U_210909_035710_721945_ccs.1:18-3176	940.9	860	https://www.orthodb.org/v10?query=14257at6656	Golgi apparatus protein 1
14257at6656	Duplicated	de_novo.Agm54242U_210819_213017_98502000_ccs.1:18-3194	935.5	908	https://www.orthodb.org/v10?query=14257at6656	Golgi apparatus protein 1
14447at6656	Complete	de_novo.Agseq_67024.1:57-2072	385.9	387	https://www.orthodb.org/v10?query=14447at6656	protein kibra
14995at6656	Missing
15200at6656	Duplicated	de_novo.Agseq_159030.1:0-3011	1382.8	838	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15200at6656	Duplicated	de_novo.Agseq_159028.1:0-2648	1240.8	741	https://www.orthodb.org/v10?query=15200at6656	exportin-1
15697at6656	Complete	de_novo.Agm54242U_210909_035710_176489449_ccs.1:0-3306	1097.8	739	https://www.orthodb.org/v10?query=15697at6656	protein CLEC16A isoform X1
15905at6656	Complete	de_novo.Agseq_142111.1:0-2645	267.2	166	https://www.orthodb.org/v10?query=15905at6656	polyphosphoinositide phosphatase
16061at6656	Duplicated	de_novo.Agm54242U_210819_213017_17499373_ccs.1:0-3778	983.0	656	https://www.orthodb.org/v10?query=16061at6656	DNA-directed RNA polymerase
16061at6656	Duplicated	de_novo.AGAP007778-RA.1:0-4055	982.3	656	https://www.orthodb.org/v10?query=16061at6656	DNA-directed RNA polymerase
16084at6656	Duplicated	de_novo.AGAP003033-RA.1:0-3446	1040.8	795	https://www.orthodb.org/v10?query=16084at6656	integrator complex subunit 2
16084at6656	Duplicated	de_novo.Agseq_181232.1:262-3447	963.0	714	https://www.orthodb.org/v10?query=16084at6656	integrator complex subunit 2
16220at6656	Complete	de_novo.Agm54242U_210909_035710_103482876_ccs.1:2-2911	1442.1	817	https://www.orthodb.org/v10?query=16220at6656	leucine--tRNA ligase, cytoplasmic
16630at6656	Complete	de_novo.AGAP002618-RA.1:0-3569	1006.4	839	https://www.orthodb.org/v10?query=16630at6656	symplekin
16648at6656	Duplicated	de_novo.AGAP010610-RA.1:183-2372	421.7	363	https://www.orthodb.org/v10?query=16648at6656	NHL repeat-containing protein 2
16648at6656	Duplicated	de_novo.Agm54242U_210909_035710_108003658_ccs.1:96-1673	399.4	328	https://www.orthodb.org/v10?query=16648at6656	NHL repeat-containing protein 2
17096at6656	Complete	de_novo.Agseq_70387.1:0-3200	907.7	616	https://www.orthodb.org/v10?query=17096at6656	E3 ubiquitin-protein ligase MARCH6
17122at6656	Complete	de_novo.Agm54242Ue_220404_200923_171051286_ccs.1:0-3255	929.9	686	https://www.orthodb.org/v10?query=17122at6656	mediator of RNA polymerase II transcription subunit 14
17128at6656	Complete	de_novo.Agm54242U_210819_213017_140705881_ccs.1:0-3281	652.1	422	https://www.orthodb.org/v10?query=17128at6656	phosphatidate phosphatase LPIN2 isoform X1
17748at6656	Complete	de_novo.AGAP009538-RA.1:0-2801	1505.4	744	https://www.orthodb.org/v10?query=17748at6656	AP-2 complex subunit alpha
18036at6656	Fragmented	de_novo.Agm54242Ue_220404_200923_105513096_ccs.1:0-1850	448.6	298	https://www.orthodb.org/v10?query=18036at6656	Homeobox protein cut-like
18055at6656	Complete	de_novo.Agm54242U_210819_213017_86573590_ccs.1:54-2936	1184.4	662	https://www.orthodb.org/v10?query=18055at6656	AP-1 complex subunit gamma
18073at6656	Complete	de_novo.AGAP005939-RA.1:0-3539	574.3	454	https://www.orthodb.org/v10?query=18073at6656	DNA repair protein REV1
18630at6656	Duplicated	de_novo.Agseq_183940.1:21-3470	1091.6	891	https://www.orthodb.org/v10?query=18630at6656	WASH complex subunit strumpellin
18630at6656	Duplicated	de_novo.Agm54242U_210819_213017_170919097_ccs.1:418-3561	943.7	794	https://www.orthodb.org/v10?query=18630at6656	WASH complex subunit strumpellin
18929at6656	Missing
19044at6656	Missing
19058at6656	Complete	de_novo.Agseq_182267.1:1257-3560	424.8	571	https://www.orthodb.org/v10?query=19058at6656	probable ATP-dependent RNA helicase DHX34
19104at6656	Complete	de_novo.Agm54242U_210819_213017_94307354_ccs.1:0-2036	393.9	447	https://www.orthodb.org/v10?query=19104at6656	septin-interacting protein 1
19129at6656	Complete	de_novo.AGAP005048-RA.1:0-2348	580.3	538	https://www.orthodb.org/v10?query=19129at6656	Anaphase-promoting complex subunit 2
19208at6656	Fragmented	de_novo.Agm54242U_210819_213017_43779834_ccs.1:43-993	374.8	275	https://www.orthodb.org/v10?query=19208at6656	pre-mRNA-processing factor 6
19289at6656	Complete	de_novo.Agseq_195453.1:0-2447	754.6	629	https://www.orthodb.org/v10?query=19289at6656	ATP-dependent RNA helicase DDX54
19590at6656	Complete	de_novo.Agseq_62894.1:0-2408	530.0	395	https://www.orthodb.org/v10?query=19590at6656	WD40-repeat-containing domain
19760at6656	Duplicated	de_novo.Agm54242U_210819_213017_161350412_ccs.1:0-1967	749.1	437	https://www.orthodb.org/v10?query=19760at6656	Integrator complex subunit 3
19760at6656	Duplicated	de_novo.Agm54242U_210909_035710_69666879_ccs.1:1-2534	639.2	479	https://www.orthodb.org/v10?query=19760at6656	Integrator complex subunit 3
20093at6656	Complete	de_novo.AGAP002242-RA.1:0-3449	723.8	720	https://www.orthodb.org/v10?query=20093at6656	Trafficking protein particle complex subunit 10
20162at6656	Missing
20267at6656	Complete	de_novo.Agseq_72767.1:168-1604	492.9	394	https://www.orthodb.org/v10?query=20267at6656	vacuolar protein sorting-associated protein 41 homolog
20935at6656	Missing
20936at6656	Complete	de_novo.AGAP009980-RA.1:63-2603	651.5	491	https://www.orthodb.org/v10?query=20936at6656	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
21019at6656	Duplicated	de_novo.Agm54242U_210819_213017_3344141_ccs.1:0-3911	1302.4	951	https://www.orthodb.org/v10?query=21019at6656	vigilin
21019at6656	Duplicated	de_novo.Agseq_77589.1:0-3911	1302.4	951	https://www.orthodb.org/v10?query=21019at6656	vigilin
21019at6656	Duplicated	de_novo.Agm54242U_210819_213017_170919696_ccs.1:0-3764	1201.9	911	https://www.orthodb.org/v10?query=21019at6656	vigilin
21019at6656	Duplicated	de_novo.Agm54242U_210909_035710_142082223_ccs.1:27-3635	1150.1	845	https://www.orthodb.org/v10?query=21019at6656	vigilin
21191at6656	Complete	de_novo.Agm54242U_210909_035710_125043117_ccs.1:0-2345	1061.2	621	https://www.orthodb.org/v10?query=21191at6656	RNA cytidine acetyltransferase
21361at6656	Complete	de_novo.AGAP011933-RA.1:15-2381	687.1	472	https://www.orthodb.org/v10?query=21361at6656	phosphorylated CTD-interacting factor 1
21367at6656	Complete	de_novo.seqSigP-148771.1:0-3468	516.6	474	https://www.orthodb.org/v10?query=21367at6656	protein smoothened
21385at6656	Complete	de_novo.Agseq_129979.1:0-4073	698.8	926	https://www.orthodb.org/v10?query=21385at6656	RRP12-like protein
22098at6656	Duplicated	de_novo.AGAP001399-RA.1:0-2867	1279.8	759	https://www.orthodb.org/v10?query=22098at6656	Coatomer subunit beta
22098at6656	Duplicated	de_novo.Agseq_66344.1:132-2906	1257.9	738	https://www.orthodb.org/v10?query=22098at6656	Coatomer subunit beta
22098at6656	Duplicated	de_novo.Agm54242U_210909_035710_71436574_ccs.1:0-2804	1252.4	744	https://www.orthodb.org/v10?query=22098at6656	Coatomer subunit beta
22098at6656	Duplicated	de_novo.Agm54242U_210819_213017_114557803_ccs.1:0-2675	1121.0	697	https://www.orthodb.org/v10?query=22098at6656	Coatomer subunit beta
22148at6656	Duplicated	de_novo.Agseq_85921.1:0-2306	756.5	606	https://www.orthodb.org/v10?query=22148at6656	Exocyst complex component
22148at6656	Duplicated	de_novo.Agm54242U_210819_213017_721624_ccs.1:233-2200	669.4	522	https://www.orthodb.org/v10?query=22148at6656	Exocyst complex component
22358at6656	Fragmented	de_novo.Agm54242Ue_220404_200923_81398404_ccs.1:93-818	538.9	234	https://www.orthodb.org/v10?query=22358at6656	Protein-tyrosine phosphatase receptor IA-2 ectodomain
22364at6656	Complete	de_novo.Agseq_132983.1:0-2987	1398.2	869	https://www.orthodb.org/v10?query=22364at6656	importin-5
22468at6656	Missing
22611at6656	Complete	de_novo.Agseq_134205.1:0-1367	579.8	336	https://www.orthodb.org/v10?query=22611at6656	WD40-repeat-containing domain
22887at6656	Complete	de_novo.Agm54242Ue_220404_200923_91686284_ccs.1:225-2217	1013.6	555	https://www.orthodb.org/v10?query=22887at6656	glycine--tRNA ligase
23309at6656	Complete	de_novo.AGAP007482-RA.1:18-2150	702.3	671	https://www.orthodb.org/v10?query=23309at6656	RINT1-like protein
23388at6656	Complete	de_novo.AGAP006517-RA.1:0-4223	721.0	722	https://www.orthodb.org/v10?query=23388at6656	trafficking protein particle complex subunit 11
23429at6656	Complete	de_novo.AGAP000932-RA.1:0-5240	683.9	863	https://www.orthodb.org/v10?query=23429at6656	guanine nucleotide-releasing factor 2 isoform X1
23917at6656	Duplicated	de_novo.AGAP001091-RB.1:0-2579	969.9	723	https://www.orthodb.org/v10?query=23917at6656	N-terminal kinase-like protein
23917at6656	Duplicated	de_novo.Agm54242U_210819_213017_103745981_ccs.1:0-2084	963.0	592	https://www.orthodb.org/v10?query=23917at6656	N-terminal kinase-like protein
24255at6656	Duplicated	de_novo.Agm54242U_210819_213017_4851170_ccs.1:0-2582	713.9	502	https://www.orthodb.org/v10?query=24255at6656	Ribosome biogenesis protein BOP1 homolog
24255at6656	Duplicated	de_novo.AGAP007128-RA.1:0-2594	713.9	502	https://www.orthodb.org/v10?query=24255at6656	Ribosome biogenesis protein BOP1 homolog
24255at6656	Duplicated	de_novo.Agseq_62651.1:2-2041	713.1	474	https://www.orthodb.org/v10?query=24255at6656	Ribosome biogenesis protein BOP1 homolog
24427at6656	Complete	de_novo.Agm54242U_210909_035710_70649009_ccs.1:36-3422	391.4	270	https://www.orthodb.org/v10?query=24427at6656	lateral signaling target protein 2 homolog
24459at6656	Complete	de_novo.AGAP000861-RA.1:0-2762	420.5	430	https://www.orthodb.org/v10?query=24459at6656	pyridoxal-dependent decarboxylase domain-containing protein 1
24556at6656	Complete	de_novo.Agm54242U_210909_035710_151848562_ccs.1:0-2963	742.5	627	https://www.orthodb.org/v10?query=24556at6656	vacuolar protein sorting-associated protein 54
24573at6656	Complete	de_novo.Agm54242U_210909_035710_50397645_ccs.1:0-2864	496.2	460	https://www.orthodb.org/v10?query=24573at6656	Bromodomain-containing protein 7
25554at6656	Duplicated	de_novo.Agm54242U_210819_213017_161942240_ccs.1:24-1820	403.9	487	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210819_213017_27855491_ccs.1:24-1820	403.9	487	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210909_035710_117311731_ccs.1:24-1820	403.9	487	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210909_035710_12846775_ccs.1:30-1826	403.9	487	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242Ue_220404_200923_126878509_ccs.1:24-1820	403.9	487	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242Ue_220404_200923_93323369_ccs.1:24-1736	403.6	486	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210909_035710_118882615_ccs.1:45-2442	385.8	588	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210819_213017_114493665_ccs.1:2-1797	385.2	478	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210909_035710_69797541_ccs.1:24-2278	362.5	536	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25554at6656	Duplicated	de_novo.Agm54242U_210909_035710_6489030_ccs.1:24-1973	348.9	457	https://www.orthodb.org/v10?query=25554at6656	elongation factor-like GTPase 1
25680at6656	Complete	de_novo.AGAP005250-RA.1:0-2675	486.5	500	https://www.orthodb.org/v10?query=25680at6656	Protein kintoun
26078at6656	Fragmented	de_novo.Agseq_164509.1:0-464	125.3	105	https://www.orthodb.org/v10?query=26078at6656	UPF0505 protein C16orf62 homolog
26653at6656	Duplicated	de_novo.AGAP002182-RA.1:0-1826	983.0	510	https://www.orthodb.org/v10?query=26653at6656	ATP-binding cassette sub-family E member 1
26653at6656	Duplicated	de_novo.Agseq_54941.1:0-1826	983.0	510	https://www.orthodb.org/v10?query=26653at6656	ATP-binding cassette sub-family E member 1
26653at6656	Duplicated	de_novo.Agm54242U_210909_035710_110888935_ccs.1:20-1816	898.0	510	https://www.orthodb.org/v10?query=26653at6656	ATP-binding cassette sub-family E member 1
26653at6656	Duplicated	de_novo.Agm54242U_210909_035710_113771961_ccs.1:21-1640	890.5	465	https://www.orthodb.org/v10?query=26653at6656	ATP-binding cassette sub-family E member 1
26734at6656	Complete	de_novo.Agseq_123195.1:0-2120	865.1	583	https://www.orthodb.org/v10?query=26734at6656	tRNA (cytosine(34)-C(5))-methyltransferase
27198at6656	Complete	de_novo.Agm54242U_210909_035710_96668050_ccs.1:0-2615	914.1	668	https://www.orthodb.org/v10?query=27198at6656	general vesicular transport factor p115
27515at6656	Duplicated	de_novo.Agseq_7097.1:0-1781	475.5	370	https://www.orthodb.org/v10?query=27515at6656	GPI transamidase component PIG-T
27515at6656	Duplicated	de_novo.Agm54242U_210909_035710_2754599_ccs.1:151-1629	405.9	309	https://www.orthodb.org/v10?query=27515at6656	GPI transamidase component PIG-T
27617at6656	Complete	de_novo.Agm54242Ue_220404_200923_30804623_ccs.1:80-1954	577.2	435	https://www.orthodb.org/v10?query=27617at6656	cell division cycle protein 23 homolog
27655at6656	Duplicated	de_novo.Agseq_168790.1:48-2732	1031.4	627	https://www.orthodb.org/v10?query=27655at6656	N-alpha-acetyltransferase 15, NatA auxiliary subunit
27655at6656	Duplicated	de_novo.Agm54242U_210819_213017_152110593_ccs.1:0-2591	898.0	593	https://www.orthodb.org/v10?query=27655at6656	N-alpha-acetyltransferase 15, NatA auxiliary subunit
28325at6656	Complete	de_novo.Agm54242U_210909_035710_139201338_ccs.1:0-2486	1069.5	628	https://www.orthodb.org/v10?query=28325at6656	Serine/threonine-protein kinase TAO1
28380at6656	Complete	de_novo.AGAP029578-RA.1:705-2894	411.1	308	https://www.orthodb.org/v10?query=28380at6656	Homeobox domain
28519at6656	Complete	de_novo.Agseq_69474.1:0-1998	795.6	501	https://www.orthodb.org/v10?query=28519at6656	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
28685at6656	Complete	de_novo.Agseq_166867.1:0-2865	729.2	602	https://www.orthodb.org/v10?query=28685at6656	conserved oligomeric Golgi complex subunit 3
28872at6656	Duplicated	de_novo.Agseq_190645.1:132-2309	461.4	407	https://www.orthodb.org/v10?query=28872at6656	TBC1 domain family member 23
28872at6656	Duplicated	de_novo.Agm54242U_210819_213017_149555704_ccs.1:0-2123	455.0	407	https://www.orthodb.org/v10?query=28872at6656	TBC1 domain family member 23
29213at6656	Complete	de_novo.Agm54242U_210909_035710_31261645_ccs.1:0-3195	846.3	600	https://www.orthodb.org/v10?query=29213at6656	regulator of nonsense transcripts 2
29237at6656	Complete	de_novo.Agm54242U_210819_213017_169083330_ccs.1:72-1100	496.4	270	https://www.orthodb.org/v10?query=29237at6656	Set1/Ash2 histone methyltransferase complex subunit ASH2
29365at6656	Complete	de_novo.AGAP003203-RA.1:0-1814	598.3	482	https://www.orthodb.org/v10?query=29365at6656	Sec1-like protein
29730at6656	Complete	de_novo.Agm54242U_210909_035710_22678045_ccs.1:0-2876	463.0	396	https://www.orthodb.org/v10?query=29730at6656	nucleolar complex protein 2 homolog
29744at6656	Complete	de_novo.Agseq_195015.1:12-2694	852.5	609	https://www.orthodb.org/v10?query=29744at6656	vacuolar protein sorting-associated protein 53 homolog
30156at6656	Complete	de_novo.Agm54242U_210819_213017_160958177_ccs.1:0-2054	522.6	481	https://www.orthodb.org/v10?query=30156at6656	conserved oligomeric Golgi complex subunit 2
30184at6656	Complete	de_novo.AGAP012369-RA.1:0-2591	1105.7	623	https://www.orthodb.org/v10?query=30184at6656	pre-mRNA-splicing factor SYF1
30267at6656	Complete	de_novo.seqSigP-363236.1:0-2894	296.1	467	https://www.orthodb.org/v10?query=30267at6656	vacuolar protein sorting-associated protein 8 homolog
30463at6656	Duplicated	de_novo.AGAP004207-RA.1:0-2033	487.7	453	https://www.orthodb.org/v10?query=30463at6656	exocyst complex component 8
30463at6656	Duplicated	de_novo.Agseq_58141.1:69-2045	475.4	446	https://www.orthodb.org/v10?query=30463at6656	exocyst complex component 8
30512at6656	Complete	de_novo.Agm54242U_210819_213017_138611539_ccs.1:0-2693	241.7	206	https://www.orthodb.org/v10?query=30512at6656	zinc finger protein 598
30526at6656	Fragmented	de_novo.seqSigP-45724.1:6-485	225.3	139	https://www.orthodb.org/v10?query=30526at6656	neurochondrin homolog
30642at6656	Duplicated	de_novo.Agm54242U_210909_035710_167971429_ccs.1:48-1847	854.0	475	https://www.orthodb.org/v10?query=30642at6656	uncharacterized protein LOC100115344
30642at6656	Duplicated	de_novo.Agm54242Ue_220404_200923_172099023_ccs.1:24-1649	729.7	404	https://www.orthodb.org/v10?query=30642at6656	uncharacterized protein LOC100115344
30822at6656	Complete	de_novo.AGAP004708-RA.1:0-1988	726.3	468	https://www.orthodb.org/v10?query=30822at6656	Arginyl tRNA synthetase N-terminal domain
30918at6656	Complete	de_novo.AGAP010206-RA.1:0-2390	779.2	676	https://www.orthodb.org/v10?query=30918at6656	protein bicaudal D
30962at6656	Complete	de_novo.AGAP011551-RA.1:0-3959	882.5	773	https://www.orthodb.org/v10?query=30962at6656	WD40-repeat-containing domain
31014at6656	Complete	de_novo.AGAP005917-RA.1:0-5006	744.6	544	https://www.orthodb.org/v10?query=31014at6656	ATP-dependent DNA helicase Q4
31119at6656	Missing
31196at6656	Complete	de_novo.Agm54242U_210819_213017_104008273_ccs.1:0-2801	554.7	464	https://www.orthodb.org/v10?query=31196at6656	Katanin p80 WD40 repeat-containing subunit B1
31333at6656	Duplicated	de_novo.Agm54242Ue_220404_200923_26149380_ccs.1:0-2048	798.5	555	https://www.orthodb.org/v10?query=31333at6656	Eukaryotic translation initiation factor 3 subunit B
31333at6656	Duplicated	de_novo.Agm54242U_210819_213017_27330059_ccs.1:0-2006	783.9	534	https://www.orthodb.org/v10?query=31333at6656	Eukaryotic translation initiation factor 3 subunit B
31480at6656	Fragmented	de_novo.Agm54242U_210819_213017_24446504_ccs.1:171-1561	63.7	161	https://www.orthodb.org/v10?query=31480at6656	Carboxylesterase, type B
31615at6656	Fragmented	de_novo.Agm54242U_210909_035710_138741659_ccs.1:37-831	466.3	246	https://www.orthodb.org/v10?query=31615at6656	1,4-alpha-glucan-branching enzyme
